     tim; pos; vol; res; tur; rat; amp; pow; eAd; eFl; sMs; sKh; 
    3.83; 1; 725; 4.456; 7.409; 0.548; 89.161; 64641.725; 660.695; 195004.392; 3.412; 12.283; 
    3.85; 1; 725; 4.456; 7.422; 0.548; 89.161; 64641.725; 660.695; 195665.087; 3.418; 12.305; 
    3.87; 1; 725; 4.456; 7.434; 0.548; 89.161; 64641.725; 660.695; 196325.782; 3.424; 12.326; 
    3.88; 1; 725; 4.456; 7.447; 0.547; 88.998; 64523.55; 658.726; 196984.508; 3.429; 12.344; 
    3.90; 1; 725; 4.456; 7.459; 0.547; 88.998; 64523.55; 658.726; 197643.234; 3.435; 12.366; 
    3.92; 1; 725; 4.456; 7.472; 0.546; 88.835; 64405.375; 656.756; 198299.99; 3.441; 12.388; 
    3.93; 1; 725; 4.456; 7.484; 0.546; 88.835; 64405.375; 656.756; 198956.746; 3.446; 12.406; 
    3.95; 1; 725; 4.456; 7.496; 0.546; 88.835; 64405.375; 656.756; 199613.502; 3.452; 12.427; 
    3.97; 1; 725; 4.456; 7.509; 0.545; 88.673; 64287.925; 654.799; 200268.301; 3.458; 12.449; 
    3.98; 1; 725; 4.456; 7.521; 0.545; 88.673; 64287.925; 654.799; 200923.1; 3.463; 12.467; 
    4.00; 1; 725; 4.456; 7.533; 0.544; 88.51; 64169.75; 652.829; 201575.929; 3.469; 12.488; 
    4.02; 1; 725; 4.456; 7.546; 0.544; 88.51; 64169.75; 652.829; 202228.758; 3.475; 12.51; 
    4.03; 1; 725; 4.456; 7.558; 0.544; 88.51; 64169.75; 652.829; 202881.587; 3.48; 12.528; 
    4.05; 1; 725; 4.456; 7.57; 0.543; 88.347; 64051.575; 650.86; 203532.447; 3.486; 12.55; 
    4.07; 1; 725; 4.456; 7.582; 0.543; 88.347; 64051.575; 650.86; 204183.307; 3.491; 12.568; 
    4.08; 1; 725; 4.456; 7.594; 0.542; 88.184; 63933.4; 648.89; 204832.197; 3.497; 12.589; 
    4.10; 1; 725; 4.456; 7.606; 0.542; 88.184; 63933.4; 648.89; 205481.087; 3.503; 12.611; 
    4.12; 1; 725; 4.456; 7.618; 0.542; 88.184; 63933.4; 648.89; 206129.977; 3.508; 12.629; 
    4.13; 1; 725; 4.456; 7.63; 0.541; 88.022; 63815.95; 646.932; 206776.909; 3.514; 12.65; 
    4.15; 1; 725; 4.456; 7.642; 0.541; 88.022; 63815.95; 646.932; 207423.841; 3.519; 12.668; 
    4.17; 1; 725; 4.456; 7.654; 0.54; 87.859; 63697.775; 644.963; 208068.804; 3.524; 12.686; 
    4.18; 1; 725; 4.456; 7.666; 0.54; 87.859; 63697.775; 644.963; 208713.767; 3.53; 12.708; 
    4.20; 1; 725; 4.456; 7.678; 0.54; 87.859; 63697.775; 644.963; 209358.73; 3.535; 12.726; 
    4.22; 1; 725; 4.456; 7.69; 0.539; 87.696; 63579.6; 642.993; 210001.723; 3.541; 12.748; 
    4.23; 1; 725; 4.456; 7.702; 0.539; 87.696; 63579.6; 642.993; 210644.716; 3.546; 12.766; 
    4.25; 1; 725; 4.456; 7.713; 0.539; 87.696; 63579.6; 642.993; 211287.709; 3.552; 12.787; 
    4.27; 1; 725; 4.456; 7.725; 0.538; 87.534; 63462.15; 641.036; 211928.745; 3.557; 12.805; 
    4.28; 1; 725; 4.456; 7.737; 0.538; 87.534; 63462.15; 641.036; 212569.781; 3.562; 12.823; 
    4.30; 1; 725; 4.456; 7.749; 0.537; 87.371; 63343.975; 639.066; 213208.847; 3.568; 12.845; 
    4.32; 1; 725; 4.456; 7.76; 0.537; 87.371; 63343.975; 639.066; 213847.913; 3.573; 12.863; 
    4.33; 1; 725; 4.456; 7.772; 0.537; 87.371; 63343.975; 639.066; 214486.979; 3.578; 12.881; 
    4.35; 1; 725; 4.456; 7.784; 0.536; 87.208; 63225.8; 637.097; 215124.076; 3.584; 12.902; 
    4.37; 1; 725; 4.456; 7.795; 0.536; 87.208; 63225.8; 637.097; 215761.173; 3.589; 12.92; 
    4.38; 1; 725; 4.456; 7.807; 0.535; 87.046; 63108.35; 635.139; 216396.312; 3.594; 12.938; 
    4.40; 1; 725; 4.456; 7.818; 0.535; 87.046; 63108.35; 635.139; 217031.451; 3.6; 12.96; 
    4.42; 1; 725; 4.456; 7.83; 0.535; 87.046; 63108.35; 635.139; 217666.59; 3.605; 12.978; 
    4.43; 1; 725; 4.456; 7.841; 0.534; 86.883; 62990.175; 633.17; 218299.76; 3.61; 12.996; 
    4.45; 1; 725; 4.456; 7.852; 0.534; 86.883; 62990.175; 633.17; 218932.93; 3.615; 13.014; 
    4.47; 1; 725; 4.456; 7.864; 0.534; 86.883; 62990.175; 633.17; 219566.1; 3.621; 13.036; 
    4.48; 1; 725; 4.456; 7.875; 0.533; 86.72; 62872.0; 631.2; 220197.3; 3.626; 13.054; 
    4.50; 1; 725; 4.456; 7.886; 0.533; 86.72; 62872.0; 631.2; 220828.5; 3.631; 13.072; 
    4.52; 1; 725; 4.456; 7.898; 0.533; 86.72; 62872.0; 631.2; 221459.7; 3.636; 13.09; 
    4.53; 1; 725; 4.456; 7.909; 0.532; 86.557; 62753.825; 629.23; 222088.93; 3.641; 13.108; 
    4.55; 1; 725; 4.456; 7.92; 0.532; 86.557; 62753.825; 629.23; 222718.16; 3.646; 13.126; 
    4.57; 1; 725; 4.456; 7.931; 0.532; 86.557; 62753.825; 629.23; 223347.39; 3.652; 13.147; 
    4.58; 1; 725; 4.456; 7.943; 0.531; 86.395; 62636.375; 627.273; 223974.663; 3.657; 13.165; 
    4.60; 1; 725; 4.456; 7.954; 0.531; 86.395; 62636.375; 627.273; 224601.936; 3.662; 13.183; 
    4.62; 1; 725; 4.456; 7.965; 0.531; 86.395; 62636.375; 627.273; 225229.209; 3.667; 13.201; 
    4.63; 1; 725; 4.456; 7.976; 0.53; 86.232; 62518.2; 625.303; 225854.512; 3.672; 13.219; 
    4.65; 1; 725; 4.456; 7.987; 0.53; 86.232; 62518.2; 625.303; 226479.815; 3.677; 13.237; 
    4.67; 1; 725; 4.456; 7.998; 0.529; 86.069; 62400.025; 623.334; 227103.149; 3.682; 13.255; 
    4.68; 1; 725; 4.456; 8.009; 0.529; 86.069; 62400.025; 623.334; 227726.483; 3.687; 13.273; 
    4.70; 1; 725; 4.456; 8.02; 0.529; 86.069; 62400.025; 623.334; 228349.817; 3.692; 13.291; 
    4.72; 1; 725; 4.456; 8.031; 0.528; 85.907; 62282.575; 621.376; 228971.193; 3.697; 13.309; 
    4.73; 1; 725; 4.456; 8.042; 0.528; 85.907; 62282.575; 621.376; 229592.569; 3.702; 13.327; 
    4.75; 1; 725; 4.456; 8.053; 0.528; 85.907; 62282.575; 621.376; 230213.945; 3.707; 13.345; 
    4.77; 1; 725; 4.456; 8.064; 0.527; 85.744; 62164.4; 619.407; 230833.352; 3.712; 13.363; 
    4.78; 1; 725; 4.456; 8.075; 0.527; 85.744; 62164.4; 619.407; 231452.759; 3.717; 13.381; 
    4.80; 1; 725; 4.456; 8.085; 0.527; 85.744; 62164.4; 619.407; 232072.166; 3.722; 13.399; 
    4.82; 1; 725; 4.456; 8.096; 0.526; 85.581; 62046.225; 617.437; 232689.603; 3.727; 13.417; 
    4.83; 1; 725; 4.456; 8.107; 0.526; 85.581; 62046.225; 617.437; 233307.04; 3.732; 13.435; 
    4.85; 1; 725; 4.456; 8.118; 0.526; 85.581; 62046.225; 617.437; 233924.477; 3.737; 13.453; 
    4.87; 1; 725; 4.456; 8.129; 0.525; 85.419; 61928.775; 615.48; 234539.957; 3.742; 13.471; 
    4.88; 1; 725; 4.456; 8.139; 0.525; 85.419; 61928.775; 615.48; 235155.437; 3.747; 13.489; 
    4.90; 1; 725; 4.456; 8.15; 0.525; 85.419; 61928.775; 615.48; 235770.917; 3.752; 13.507; 
    4.92; 1; 725; 4.456; 8.161; 0.524; 85.256; 61810.6; 613.51; 236384.427; 3.757; 13.525; 
    4.93; 1; 725; 4.456; 8.171; 0.524; 85.256; 61810.6; 613.51; 236997.937; 3.762; 13.543; 
    4.95; 1; 725; 4.456; 8.182; 0.524; 85.256; 61810.6; 613.51; 237611.447; 3.766; 13.558; 
    4.97; 1; 725; 4.456; 8.192; 0.523; 85.093; 61692.425; 611.54; 238222.987; 3.771; 13.576; 
    4.98; 1; 725; 4.456; 8.203; 0.523; 85.093; 61692.425; 611.54; 238834.527; 3.776; 13.594; 
    5.00; 1; 725; 4.456; 8.213; 0.523; 85.093; 61692.425; 611.54; 239446.067; 3.781; 13.612; 
    5.02; 1; 725; 4.456; 8.224; 0.523; 85.093; 61692.425; 611.54; 240057.607; 3.786; 13.63; 
    5.03; 1; 725; 4.456; 8.234; 0.522; 84.93; 61574.25; 609.571; 240667.178; 3.791; 13.648; 
    5.05; 1; 725; 4.456; 8.245; 0.522; 84.93; 61574.25; 609.571; 241276.749; 3.795; 13.662; 
    5.07; 1; 725; 4.456; 8.255; 0.522; 84.93; 61574.25; 609.571; 241886.32; 3.8; 13.68; 
    5.08; 1; 725; 4.456; 8.266; 0.521; 84.768; 61456.8; 607.613; 242493.933; 3.805; 13.698; 
    5.10; 1; 725; 4.456; 8.276; 0.521; 84.768; 61456.8; 607.613; 243101.546; 3.81; 13.716; 
    5.12; 1; 725; 4.456; 8.286; 0.521; 84.768; 61456.8; 607.613; 243709.159; 3.814; 13.73; 
    5.13; 1; 725; 4.456; 8.297; 0.52; 84.605; 61338.625; 605.644; 244314.803; 3.819; 13.748; 
    5.15; 1; 725; 4.456; 8.307; 0.52; 84.605; 61338.625; 605.644; 244920.447; 3.824; 13.766; 
    5.17; 1; 725; 4.456; 8.317; 0.52; 84.605; 61338.625; 605.644; 245526.091; 3.829; 13.784; 
    5.18; 1; 725; 4.456; 8.328; 0.519; 84.442; 61220.45; 603.674; 246129.765; 3.833; 13.799; 
    5.20; 1; 725; 4.456; 8.338; 0.519; 84.442; 61220.45; 603.674; 246733.439; 3.838; 13.817; 
    5.22; 1; 725; 4.456; 8.348; 0.519; 84.442; 61220.45; 603.674; 247337.113; 3.843; 13.835; 
    5.23; 1; 725; 4.456; 8.358; 0.518; 84.28; 61103.0; 601.717; 247938.83; 3.847; 13.849; 
    5.25; 1; 725; 4.456; 8.368; 0.518; 84.28; 61103.0; 601.717; 248540.547; 3.852; 13.867; 
    5.27; 1; 725; 4.456; 8.379; 0.518; 84.28; 61103.0; 601.717; 249142.264; 3.857; 13.885; 
    5.28; 1; 725; 4.456; 8.389; 0.518; 84.28; 61103.0; 601.717; 249743.981; 3.861; 13.9; 
    5.30; 1; 725; 4.456; 8.399; 0.517; 84.117; 60984.825; 599.747; 250343.728; 3.866; 13.918; 
    5.32; 1; 725; 4.456; 8.409; 0.517; 84.117; 60984.825; 599.747; 250943.475; 3.871; 13.936; 
    5.33; 1; 725; 4.456; 8.419; 0.517; 84.117; 60984.825; 599.747; 251543.222; 3.875; 13.95; 
    5.35; 1; 725; 4.456; 8.429; 0.516; 83.954; 60866.65; 597.778; 252141.0; 3.88; 13.968; 
    5.37; 1; 725; 4.456; 8.439; 0.516; 83.954; 60866.65; 597.778; 252738.778; 3.884; 13.982; 
    5.38; 1; 725; 4.456; 8.449; 0.516; 83.954; 60866.65; 597.778; 253336.556; 3.889; 14.0; 
    5.40; 1; 725; 4.456; 8.459; 0.515; 83.792; 60749.2; 595.82; 253932.376; 3.894; 14.018; 
    5.42; 1; 725; 4.456; 8.469; 0.515; 83.792; 60749.2; 595.82; 254528.196; 3.898; 14.033; 
    5.43; 1; 725; 4.456; 8.479; 0.515; 83.792; 60749.2; 595.82; 255124.016; 3.903; 14.051; 
    5.45; 1; 725; 4.456; 8.489; 0.515; 83.792; 60749.2; 595.82; 255719.836; 3.907; 14.065; 
    5.47; 1; 725; 4.456; 8.499; 0.514; 83.629; 60631.025; 593.85; 256313.686; 3.912; 14.083; 
    5.48; 1; 725; 4.456; 8.509; 0.514; 83.629; 60631.025; 593.85; 256907.536; 3.916; 14.098; 
    5.50; 1; 725; 4.456; 8.519; 0.514; 83.629; 60631.025; 593.85; 257501.386; 3.921; 14.116; 
    5.52; 1; 725; 4.456; 8.528; 0.513; 83.466; 60512.85; 591.881; 258093.267; 3.925; 14.13; 
    5.53; 1; 725; 4.456; 8.538; 0.513; 83.466; 60512.85; 591.881; 258685.148; 3.93; 14.148; 
    5.55; 1; 725; 4.456; 8.548; 0.513; 83.466; 60512.85; 591.881; 259277.029; 3.934; 14.162; 
    5.57; 1; 725; 4.456; 8.558; 0.513; 83.466; 60512.85; 591.881; 259868.91; 3.939; 14.18; 
    5.58; 1; 725; 4.456; 8.567; 0.512; 83.303; 60394.675; 589.911; 260458.821; 3.943; 14.195; 
    5.60; 1; 725; 4.456; 8.577; 0.512; 83.303; 60394.675; 589.911; 261048.732; 3.948; 14.213; 
    5.62; 1; 725; 4.456; 8.587; 0.512; 83.303; 60394.675; 589.911; 261638.643; 3.952; 14.227; 
    5.63; 1; 725; 4.456; 8.597; 0.511; 83.141; 60277.225; 587.954; 262226.597; 3.957; 14.245; 
    5.65; 1; 725; 4.456; 8.606; 0.511; 83.141; 60277.225; 587.954; 262814.551; 3.961; 14.26; 
    5.67; 1; 725; 4.456; 8.616; 0.511; 83.141; 60277.225; 587.954; 263402.505; 3.966; 14.278; 
    5.68; 1; 725; 4.456; 8.626; 0.511; 83.141; 60277.225; 587.954; 263990.459; 3.97; 14.292; 
    5.70; 1; 725; 4.456; 8.635; 0.51; 82.978; 60159.05; 585.984; 264576.443; 3.974; 14.306; 
    5.72; 1; 725; 4.456; 8.645; 0.51; 82.978; 60159.05; 585.984; 265162.427; 3.979; 14.324; 
    5.73; 1; 725; 4.456; 8.654; 0.51; 82.978; 60159.05; 585.984; 265748.411; 3.983; 14.339; 
    5.75; 1; 725; 4.456; 8.664; 0.51; 82.978; 60159.05; 585.984; 266334.395; 3.988; 14.357; 
    5.77; 1; 725; 4.456; 8.673; 0.509; 82.815; 60040.875; 584.015; 266918.41; 3.992; 14.371; 
    5.78; 1; 725; 4.456; 8.683; 0.509; 82.815; 60040.875; 584.015; 267502.425; 3.996; 14.386; 
    5.80; 1; 725; 4.456; 8.692; 0.509; 82.815; 60040.875; 584.015; 268086.44; 4.001; 14.404; 
    5.82; 1; 725; 4.456; 8.702; 0.508; 82.653; 59923.425; 582.057; 268668.497; 4.005; 14.418; 
    5.83; 1; 725; 4.456; 8.711; 0.508; 82.653; 59923.425; 582.057; 269250.554; 4.009; 14.432; 
    5.85; 1; 725; 4.456; 8.721; 0.508; 82.653; 59923.425; 582.057; 269832.611; 4.014; 14.45; 
    5.87; 1; 725; 4.456; 8.73; 0.508; 82.653; 59923.425; 582.057; 270414.668; 4.018; 14.465; 
    5.88; 1; 725; 4.456; 8.74; 0.507; 82.49; 59805.25; 580.087; 270994.755; 4.022; 14.479; 
    5.90; 1; 725; 4.456; 8.749; 0.507; 82.49; 59805.25; 580.087; 271574.842; 4.027; 14.497; 
    5.92; 1; 725; 4.456; 8.758; 0.507; 82.49; 59805.25; 580.087; 272154.929; 4.031; 14.512; 
    5.93; 1; 725; 4.456; 8.768; 0.507; 82.49; 59805.25; 580.087; 272735.016; 4.035; 14.526; 
    5.95; 1; 725; 4.456; 8.777; 0.506; 82.327; 59687.075; 578.118; 273313.134; 4.039; 14.54; 
    5.97; 1; 725; 4.456; 8.786; 0.506; 82.327; 59687.075; 578.118; 273891.252; 4.044; 14.558; 
    5.98; 1; 725; 4.456; 8.796; 0.506; 82.327; 59687.075; 578.118; 274469.37; 4.048; 14.573; 
    6.00; 1; 725; 4.456; 8.805; 0.505; 82.164; 59568.9; 576.148; 275045.518; 4.052; 14.587; 
    6.02; 1; 725; 4.456; 8.814; 0.505; 82.164; 59568.9; 576.148; 275621.666; 4.056; 14.602; 
    6.03; 1; 725; 4.456; 8.823; 0.505; 82.164; 59568.9; 576.148; 276197.814; 4.061; 14.62; 
    6.05; 1; 725; 4.456; 8.833; 0.505; 82.164; 59568.9; 576.148; 276773.962; 4.065; 14.634; 
    6.07; 1; 725; 4.456; 8.842; 0.504; 82.002; 59451.45; 574.191; 277348.153; 4.069; 14.648; 
    6.08; 1; 725; 4.456; 8.851; 0.504; 82.002; 59451.45; 574.191; 277922.344; 4.073; 14.663; 
    6.10; 1; 725; 4.456; 8.86; 0.504; 82.002; 59451.45; 574.191; 278496.535; 4.078; 14.681; 
    6.12; 1; 725; 4.456; 8.869; 0.504; 82.002; 59451.45; 574.191; 279070.726; 4.082; 14.695; 
    6.13; 1; 725; 4.456; 8.878; 0.503; 81.839; 59333.275; 572.221; 279642.947; 4.086; 14.71; 
    6.15; 1; 725; 4.456; 8.887; 0.503; 81.839; 59333.275; 572.221; 280215.168; 4.09; 14.724; 
    6.17; 1; 725; 4.456; 8.897; 0.503; 81.839; 59333.275; 572.221; 280787.389; 4.094; 14.738; 
    6.18; 1; 725; 4.456; 8.906; 0.503; 81.839; 59333.275; 572.221; 281359.61; 4.098; 14.753; 
    6.20; 1; 725; 4.456; 8.915; 0.502; 81.676; 59215.1; 570.252; 281929.862; 4.103; 14.771; 
    6.22; 1; 725; 4.456; 8.924; 0.502; 81.676; 59215.1; 570.252; 282500.114; 4.107; 14.785; 
    6.23; 1; 725; 4.456; 8.933; 0.502; 81.676; 59215.1; 570.252; 283070.366; 4.111; 14.8; 
    6.25; 1; 725; 4.456; 8.942; 0.502; 81.676; 59215.1; 570.252; 283640.618; 4.115; 14.814; 
    6.27; 1; 725; 4.456; 8.951; 0.501; 81.514; 59097.65; 568.294; 284208.912; 4.119; 14.828; 
    6.28; 1; 725; 4.456; 8.96; 0.501; 81.514; 59097.65; 568.294; 284777.206; 4.123; 14.843; 
    6.30; 1; 725; 4.456; 8.969; 0.501; 81.514; 59097.65; 568.294; 285345.5; 4.127; 14.857; 
    6.32; 1; 725; 4.456; 8.978; 0.501; 81.514; 59097.65; 568.294; 285913.794; 4.132; 14.875; 
    6.33; 1; 725; 4.456; 8.987; 0.5; 81.351; 58979.475; 566.325; 286480.119; 4.136; 14.89; 
    6.35; 1; 725; 4.456; 8.995; 0.5; 81.351; 58979.475; 566.325; 287046.444; 4.14; 14.904; 
    6.37; 1; 725; 4.456; 9.004; 0.5; 81.351; 58979.475; 566.325; 287612.769; 4.144; 14.918; 
    6.38; 1; 725; 4.456; 9.013; 0.5; 81.351; 58979.475; 566.325; 288179.094; 4.148; 14.933; 
    6.40; 1; 725; 4.456; 9.022; 0.499; 81.188; 58861.3; 564.355; 288743.449; 4.152; 14.947; 
    6.42; 1; 725; 4.456; 9.031; 0.499; 81.188; 58861.3; 564.355; 289307.804; 4.156; 14.962; 
    6.43; 1; 725; 4.456; 9.04; 0.499; 81.188; 58861.3; 564.355; 289872.159; 4.16; 14.976; 
    6.45; 1; 725; 4.456; 9.049; 0.499; 81.188; 58861.3; 564.355; 290436.514; 4.164; 14.99; 
    6.47; 1; 725; 4.456; 9.057; 0.498; 81.026; 58743.85; 562.397; 290998.911; 4.168; 15.005; 
    6.48; 1; 725; 4.456; 9.066; 0.498; 81.026; 58743.85; 562.397; 291561.308; 4.172; 15.019; 
    6.50; 1; 725; 4.456; 9.075; 0.498; 81.026; 58743.85; 562.397; 292123.705; 4.176; 15.034; 
    6.52; 1; 725; 4.456; 9.084; 0.498; 81.026; 58743.85; 562.397; 292686.102; 4.18; 15.048; 
    6.53; 1; 725; 4.456; 9.092; 0.497; 80.863; 58625.675; 560.428; 293246.53; 4.184; 15.062; 
    6.55; 1; 725; 4.456; 9.101; 0.497; 80.863; 58625.675; 560.428; 293806.958; 4.188; 15.077; 
    6.57; 1; 725; 4.456; 9.11; 0.497; 80.863; 58625.675; 560.428; 294367.386; 4.192; 15.091; 
    6.58; 1; 725; 4.456; 9.118; 0.497; 80.863; 58625.675; 560.428; 294927.814; 4.196; 15.106; 
    6.60; 1; 725; 4.456; 9.127; 0.496; 80.7; 58507.5; 558.458; 295486.272; 4.2; 15.12; 
    6.62; 1; 725; 4.456; 9.136; 0.496; 80.7; 58507.5; 558.458; 296044.73; 4.204; 15.134; 
    6.63; 1; 725; 4.456; 9.144; 0.496; 80.7; 58507.5; 558.458; 296603.188; 4.208; 15.149; 
    6.65; 1; 725; 4.456; 9.153; 0.496; 80.7; 58507.5; 558.458; 297161.646; 4.212; 15.163; 
    6.67; 1; 725; 4.456; 9.162; 0.496; 80.7; 58507.5; 558.458; 297720.104; 4.216; 15.178; 
    6.68; 1; 725; 4.456; 9.17; 0.495; 80.537; 58389.325; 556.489; 298276.593; 4.22; 15.192; 
    6.70; 1; 725; 4.456; 9.179; 0.495; 80.537; 58389.325; 556.489; 298833.082; 4.224; 15.206; 
    6.72; 1; 725; 4.456; 9.187; 0.495; 80.537; 58389.325; 556.489; 299389.571; 4.228; 15.221; 
    6.73; 1; 725; 4.456; 9.196; 0.495; 80.537; 58389.325; 556.489; 299946.06; 4.232; 15.235; 
    6.75; 1; 725; 4.456; 9.204; 0.494; 80.375; 58271.875; 554.531; 300500.591; 4.236; 15.25; 
    6.77; 1; 725; 4.456; 9.213; 0.494; 80.375; 58271.875; 554.531; 301055.122; 4.24; 15.264; 
    6.78; 1; 725; 4.456; 9.221; 0.494; 80.375; 58271.875; 554.531; 301609.653; 4.243; 15.275; 
    6.80; 1; 725; 4.456; 9.23; 0.494; 80.375; 58271.875; 554.531; 302164.184; 4.247; 15.289; 
    6.82; 1; 725; 4.456; 9.238; 0.493; 80.212; 58153.7; 552.562; 302716.746; 4.251; 15.304; 
    6.83; 1; 725; 4.456; 9.247; 0.493; 80.212; 58153.7; 552.562; 303269.308; 4.255; 15.318; 
    6.85; 1; 725; 4.456; 9.255; 0.493; 80.212; 58153.7; 552.562; 303821.87; 4.259; 15.332; 
    6.87; 1; 725; 4.456; 9.264; 0.493; 80.212; 58153.7; 552.562; 304374.432; 4.263; 15.347; 
    6.88; 1; 725; 4.456; 9.272; 0.493; 80.212; 58153.7; 552.562; 304926.994; 4.267; 15.361; 
    6.90; 1; 725; 4.456; 9.281; 0.492; 80.049; 58035.525; 550.592; 305477.586; 4.271; 15.376; 
    6.92; 1; 725; 4.456; 9.289; 0.492; 80.049; 58035.525; 550.592; 306028.178; 4.274; 15.386; 
    6.93; 1; 725; 4.456; 9.297; 0.492; 80.049; 58035.525; 550.592; 306578.77; 4.278; 15.401; 
    6.95; 1; 725; 4.456; 9.306; 0.492; 80.049; 58035.525; 550.592; 307129.362; 4.282; 15.415; 
    6.97; 1; 725; 4.456; 9.314; 0.491; 79.887; 57918.075; 548.635; 307677.997; 4.286; 15.43; 
    6.98; 1; 725; 4.456; 9.322; 0.491; 79.887; 57918.075; 548.635; 308226.632; 4.29; 15.444; 
    7.00; 1; 725; 4.456; 9.331; 0.491; 79.887; 57918.075; 548.635; 308775.267; 4.294; 15.458; 
    7.02; 1; 725; 4.456; 9.339; 0.491; 79.887; 57918.075; 548.635; 309323.902; 4.297; 15.469; 
    7.03; 1; 725; 4.456; 9.347; 0.491; 79.887; 57918.075; 548.635; 309872.537; 4.301; 15.484; 
    7.05; 1; 725; 4.456; 9.355; 0.49; 79.724; 57799.9; 546.665; 310419.202; 4.305; 15.498; 
    7.07; 1; 725; 4.456; 9.364; 0.49; 79.724; 57799.9; 546.665; 310965.867; 4.309; 15.512; 
    7.08; 1; 725; 4.456; 9.372; 0.49; 79.724; 57799.9; 546.665; 311512.532; 4.313; 15.527; 
    7.10; 1; 725; 4.456; 9.38; 0.49; 79.724; 57799.9; 546.665; 312059.197; 4.316; 15.538; 
    7.12; 1; 725; 4.456; 9.388; 0.489; 79.561; 57681.725; 544.695; 312603.892; 4.32; 15.552; 
    7.13; 1; 725; 4.456; 9.397; 0.489; 79.561; 57681.725; 544.695; 313148.587; 4.324; 15.566; 
    7.15; 1; 725; 4.456; 9.405; 0.489; 79.561; 57681.725; 544.695; 313693.282; 4.328; 15.581; 
    7.17; 1; 725; 4.456; 9.413; 0.489; 79.561; 57681.725; 544.695; 314237.977; 4.331; 15.592; 
    7.18; 1; 725; 4.456; 9.421; 0.489; 79.561; 57681.725; 544.695; 314782.672; 4.335; 15.606; 
    7.20; 1; 725; 4.456; 9.429; 0.488; 79.399; 57564.275; 542.738; 315325.41; 4.339; 15.62; 
    7.22; 1; 725; 4.456; 9.437; 0.488; 79.399; 57564.275; 542.738; 315868.148; 4.343; 15.635; 
    7.23; 1; 725; 4.456; 9.446; 0.488; 79.399; 57564.275; 542.738; 316410.886; 4.346; 15.646; 
    7.25; 1; 725; 4.456; 9.454; 0.488; 79.399; 57564.275; 542.738; 316953.624; 4.35; 15.66; 
    7.27; 1; 725; 4.456; 9.462; 0.487; 79.236; 57446.1; 540.768; 317494.392; 4.354; 15.674; 
    7.28; 1; 725; 4.456; 9.47; 0.487; 79.236; 57446.1; 540.768; 318035.16; 4.357; 15.685; 
    7.30; 1; 725; 4.456; 9.478; 0.487; 79.236; 57446.1; 540.768; 318575.928; 4.361; 15.7; 
    7.32; 1; 725; 4.456; 9.486; 0.487; 79.236; 57446.1; 540.768; 319116.696; 4.365; 15.714; 
    7.33; 1; 725; 4.456; 9.494; 0.487; 79.236; 57446.1; 540.768; 319657.464; 4.369; 15.728; 
    7.35; 1; 725; 4.456; 9.502; 0.486; 79.073; 57327.925; 538.799; 320196.263; 4.372; 15.739; 
    7.37; 1; 725; 4.456; 9.51; 0.486; 79.073; 57327.925; 538.799; 320735.062; 4.376; 15.754; 
    7.38; 1; 725; 4.456; 9.518; 0.486; 79.073; 57327.925; 538.799; 321273.861; 4.38; 15.768; 
    7.40; 1; 725; 4.456; 9.526; 0.486; 79.073; 57327.925; 538.799; 321812.66; 4.383; 15.779; 
    7.42; 1; 725; 4.456; 9.534; 0.486; 79.073; 57327.925; 538.799; 322351.459; 4.387; 15.793; 
    7.43; 1; 725; 4.456; 9.542; 0.485; 78.91; 57209.75; 536.829; 322888.288; 4.391; 15.808; 
    7.45; 1; 725; 4.456; 9.55; 0.485; 78.91; 57209.75; 536.829; 323425.117; 4.394; 15.818; 
    7.47; 1; 725; 4.456; 9.558; 0.485; 78.91; 57209.75; 536.829; 323961.946; 4.398; 15.833; 
    7.48; 1; 725; 4.456; 9.566; 0.485; 78.91; 57209.75; 536.829; 324498.775; 4.401; 15.844; 
    7.50; 1; 725; 4.456; 9.574; 0.485; 78.91; 57209.75; 536.829; 325035.604; 4.405; 15.858; 
    7.52; 1; 725; 4.456; 9.582; 0.484; 78.748; 57092.3; 534.872; 325570.476; 4.409; 15.872; 
    7.53; 1; 725; 4.456; 9.59; 0.484; 78.748; 57092.3; 534.872; 326105.348; 4.412; 15.883; 
    7.55; 1; 725; 4.456; 9.597; 0.484; 78.748; 57092.3; 534.872; 326640.22; 4.416; 15.898; 
    7.57; 1; 725; 4.456; 9.605; 0.484; 78.748; 57092.3; 534.872; 327175.092; 4.42; 15.912; 
    7.58; 1; 725; 4.456; 9.613; 0.484; 78.748; 57092.3; 534.872; 327709.964; 4.423; 15.923; 
    7.60; 1; 725; 4.456; 9.621; 0.483; 78.585; 56974.125; 532.902; 328242.866; 4.427; 15.937; 
    7.62; 1; 725; 4.456; 9.629; 0.483; 78.585; 56974.125; 532.902; 328775.768; 4.43; 15.948; 
    7.63; 1; 725; 4.456; 9.637; 0.483; 78.585; 56974.125; 532.902; 329308.67; 4.434; 15.962; 
    7.65; 1; 725; 4.456; 9.644; 0.483; 78.585; 56974.125; 532.902; 329841.572; 4.438; 15.977; 
    7.67; 1; 725; 4.456; 9.652; 0.483; 78.585; 56974.125; 532.902; 330374.474; 4.441; 15.988; 
    7.68; 1; 725; 4.456; 9.66; 0.482; 78.422; 56855.95; 530.932; 330905.406; 4.445; 16.002; 
